name,games,gameStarted,minPlayed,fieldGoals,fieldGoalsAttemp,fieldGoalsPerc,point2_Goals,point2_Attemp,point2_Perc,point3_Goals,point3_Attemp,point3_Perc,freeThrows,freeThrowsAttemp,freeThrowsPerc,offensRebounds,deffensRebounds,draft
Harrison Bowne,23.0,1.0,2.0,0.1,0.3,0.286,0.0,0.2,0.25,0.0,0.1,0.333,0.0,0.2,0.2,0.0,0.2,0
Harrison Brown,70.0,13.0,12.4,0.8,2.3,0.329,0.5,1.2,0.39,0.3,1.1,0.266,0.2,0.3,0.6,0.1,0.9,0
Harrison Burton,2.0,0.0,2.5,0.5,1.0,0.5,0.5,1.0,0.5,0.0,0.0,0.667,0.0,1.0,0.0,0.5,0.5,0
Harrison Butler,102.0,26.0,23.4,3.1,6.7,0.458,2.6,5.0,0.512,0.5,1.7,0.303,1.9,3.1,0.628,1.2,4.3,0
Harrison Creer,4.0,0.0,3.5,0.3,0.8,0.333,0.3,0.3,1.0,0.0,0.5,0.0,0.3,0.5,0.5,0.5,0.5,0
Harrison Curry,26.0,6.0,14.9,2.3,5.3,0.439,2.2,4.5,0.492,0.1,0.8,0.143,1.3,2.0,0.66,1.2,2.5,0
Harrison Hawkins,47.0,34.0,26.0,4.2,10.0,0.418,2.4,5.4,0.455,1.7,4.6,0.376,2.6,3.1,0.818,0.3,1.3,0
Harrison Hawks,5.0,0.0,2.8,0.2,1.0,0.2,0.2,0.6,0.333,0.0,0.4,0.0,0.0,0.0,0.667,0.0,0.0,0
Harrison Henderson,84.0,25.0,11.6,1.7,4.1,0.407,1.4,3.1,0.449,0.3,1.0,0.272,1.3,2.0,0.633,0.8,2.0,0
Harrison Hookfin,15.0,0.0,2.5,0.3,0.8,0.333,0.3,0.7,0.4,0.0,0.1,0.0,0.0,0.0,0.667,0.4,0.3,0
Harrison Hornery,5.0,0.0,2.4,0.4,1.0,0.4,0.2,0.4,0.5,0.2,0.6,0.333,0.0,0.0,0.667,0.0,0.2,0
Harrison Meads,23.0,2.0,13.0,1.3,2.2,0.608,1.3,2.2,0.608,0.0,0.0,0.667,0.6,1.0,0.636,0.8,1.3,0
Harry Brown,9.0,4.0,18.8,2.2,5.9,0.377,2.1,5.6,0.38,0.1,0.3,0.333,1.7,2.4,0.682,1.6,3.6,0
Harry Marshall,109.0,78.0,27.6,3.1,7.2,0.432,2.5,5.0,0.495,0.7,2.3,0.294,2.7,3.6,0.751,0.8,2.2,0
Harry Morrice,60.0,10.0,9.6,1.2,2.6,0.451,0.9,2.0,0.462,0.3,0.6,0.417,0.3,0.5,0.704,0.5,1.4,0
Harry Whitt,23.0,0.0,6.7,0.5,2.0,0.239,0.3,1.6,0.222,0.1,0.4,0.3,0.4,0.6,0.714,0.4,0.7,0
Harvey Hale,124.0,47.0,18.9,2.0,5.8,0.347,1.0,2.5,0.395,1.0,3.3,0.312,1.5,1.9,0.791,0.4,1.6,0
Hasaan Buggs,4.0,0.0,13.8,0.8,2.8,0.273,0.8,2.5,0.3,0.0,0.3,0.0,0.5,1.0,0.5,1.0,2.0,0
Hasan Abdullah,102.0,90.0,26.9,3.1,8.3,0.377,1.9,4.4,0.427,1.3,4.0,0.323,1.2,1.9,0.631,0.4,2.5,0
Hasaun Hunter,16.0,14.0,5.0,0.2,0.6,0.3,0.2,0.6,0.3,0.0,0.0,0.667,0.1,0.2,0.333,0.0,1.0,0
Hasheem Alexander,46.0,39.0,0.667,2.0,6.0,0.338,1.5,3.8,0.405,0.5,2.2,0.225,2.1,3.0,0.703,0.2,2.7,0
Hashim Bailey,70.0,9.0,9.4,0.8,1.5,0.5,0.8,1.5,0.5,0.0,0.0,0.667,0.3,1.0,0.338,1.4,1.6,0
Hashim Moore,11.0,0.0,2.5,0.5,0.8,0.667,0.5,0.8,0.667,0.0,0.0,0.667,0.3,0.5,0.6,0.2,0.5,0
Hason Ward,62.0,22.0,16.1,2.1,3.7,0.558,2.1,3.5,0.586,0.0,0.2,0.0,0.8,1.2,0.667,1.1,2.7,0
Hassan Adams,130.0,100.0,27.8,5.8,11.6,0.499,5.2,9.7,0.535,0.6,1.9,0.311,1.9,2.7,0.704,2.5,3.0,0
Hassan Attia,59.0,58.0,21.1,3.1,4.8,0.638,3.1,4.8,0.638,0.0,0.0,0.667,1.1,2.6,0.428,2.1,3.6,0
Hassan Hussein,90.0,30.0,12.4,1.7,3.4,0.49,1.7,3.3,0.502,0.0,0.1,0.231,0.5,0.8,0.696,0.7,1.4,0
Hassan Martin,121.0,107.0,27.1,4.3,7.4,0.579,4.3,7.2,0.592,0.0,0.2,0.125,2.2,3.5,0.611,2.0,4.5,0
Hassan Whiteside,34.0,23.0,26.1,4.9,9.4,0.524,4.8,9.2,0.522,0.1,0.1,0.6,3.2,5.5,0.588,2.7,6.2,0
Hassan Wilkerson,81.0,72.0,17.5,2.8,6.9,0.4,1.9,4.6,0.416,0.9,2.4,0.37,1.2,1.7,0.713,0.9,1.5,0
Hassante Manning,12.0,0.0,5.0,0.2,0.6,0.286,0.2,0.6,0.286,0.0,0.0,0.667,0.1,0.2,0.5,0.1,0.9,0
Hauns Brereton,91.0,40.0,17.4,2.5,5.7,0.434,1.7,3.3,0.505,0.8,2.4,0.336,1.0,1.3,0.774,1.0,1.7,0
Hayden Brown,93.0,63.0,22.2,4.3,8.5,0.501,3.5,5.8,0.6,0.8,2.8,0.293,2.2,3.2,0.687,1.7,4.3,0
Hayden Curtiss,27.0,3.0,10.1,1.0,1.9,0.519,1.0,1.7,0.565,0.0,0.2,0.167,0.3,0.6,0.533,0.8,1.5,0
Hayden Hefner,23.0,4.0,10.5,0.7,2.0,0.362,0.2,0.4,0.5,0.5,1.6,0.324,0.2,0.3,0.625,0.1,0.7,0
Hayden Hoerdemann,44.0,0.0,7.1,0.7,2.1,0.33,0.2,0.7,0.3,0.5,1.4,0.344,0.4,0.5,0.708,0.2,0.6,0
Hayden Howell,123.0,28.0,11.5,1.6,3.3,0.464,1.5,3.1,0.479,0.1,0.2,0.25,0.8,1.3,0.612,0.9,1.2,0
Hayden Humes,123.0,102.0,29.3,2.7,6.3,0.437,1.7,3.5,0.482,1.1,2.8,0.38,1.3,1.8,0.75,1.5,3.4,0
Hayden Hunter,28.0,0.0,13.8,0.2,1.0,0.179,0.0,0.6,0.063,0.1,0.4,0.333,0.7,1.0,0.714,0.2,1.1,0
Hayden Miller,20.0,0.0,3.5,0.2,0.7,0.286,0.1,0.1,0.5,0.2,0.6,0.25,0.0,0.0,0.667,0.1,0.2,0
Heath Hoffman,55.0,24.0,20.6,1.9,4.7,0.41,1.0,2.1,0.496,0.9,2.6,0.343,1.2,1.5,0.815,0.5,2.0,0
Hector Harold,107.0,43.0,15.6,1.7,4.6,0.377,1.1,2.6,0.432,0.6,2.0,0.307,0.8,1.3,0.613,0.5,1.9,0
Hector Hernandez,121.0,92.0,26.2,3.2,7.6,0.419,1.8,3.6,0.485,1.4,3.9,0.357,0.8,1.1,0.701,1.7,3.5,0
Henry Abraham,36.0,23.0,27.1,2.0,5.5,0.362,0.5,1.1,0.439,1.5,4.4,0.342,0.3,0.6,0.522,0.1,1.7,0
Henry Baddley,117.0,6.0,13.3,1.2,2.6,0.47,0.8,1.3,0.595,0.5,1.3,0.353,0.4,0.6,0.699,0.4,1.3,0
Henry Beard,23.0,0.0,2.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.667,0.0,0.1,0.5,0.0,0.1,0
Henry Bekkering,42.0,15.0,14.1,1.5,3.4,0.437,1.3,2.6,0.495,0.2,0.7,0.226,1.3,1.7,0.778,0.7,1.5,0
Henry Bolton,38.0,0.0,8.6,0.3,0.8,0.414,0.3,0.6,0.478,0.0,0.2,0.167,0.2,0.3,0.615,0.1,0.6,0
Henry Brooks,123.0,78.0,17.6,2.3,5.1,0.458,2.3,5.1,0.459,0.0,0.0,0.0,0.5,0.8,0.611,1.1,1.8,0
Henry Caruso,105.0,74.0,24.1,3.4,6.7,0.504,2.6,4.7,0.548,0.8,2.0,0.397,2.6,3.3,0.789,1.5,3.4,0
Henry Coleman II,32.0,11.0,11.9,1.7,3.0,0.557,1.7,3.0,0.568,0.0,0.1,0.0,1.2,2.0,0.619,1.3,1.6,0
Henry Colter,114.0,87.0,20.7,1.8,4.1,0.437,1.8,4.0,0.445,0.0,0.1,0.2,1.0,1.5,0.663,1.6,2.8,0
Henry Harris,124.0,55.0,14.6,1.1,2.9,0.383,0.7,1.7,0.431,0.4,1.2,0.315,0.9,1.3,0.688,0.6,1.1,0
Henry Howard,73.0,29.0,9.6,1.2,3.2,0.381,0.5,0.9,0.5,0.8,2.3,0.333,0.4,0.6,0.705,0.0,0.5,0
Henry Makeny,36.0,0.0,7.6,0.5,1.2,0.405,0.3,0.8,0.444,0.1,0.4,0.333,0.2,0.4,0.5,0.3,0.8,0
Henry Walker,37.0,33.0,26.6,5.6,12.3,0.456,4.6,8.9,0.52,0.9,3.3,0.285,3.2,4.4,0.727,2.4,3.7,0
Henry Welsh,78.0,13.0,9.9,1.1,2.3,0.475,1.1,2.1,0.503,0.1,0.2,0.222,0.3,0.4,0.636,0.8,1.5,0
Henry Williams,117.0,77.0,26.7,3.9,7.0,0.558,3.9,6.9,0.558,0.0,0.0,0.0,1.5,2.8,0.543,2.3,3.7,0
Herb Courtney,113.0,86.0,27.2,4.0,9.3,0.425,3.2,6.7,0.472,0.8,2.6,0.305,2.7,4.1,0.667,1.7,4.0,0
Herb Harrison,18.0,0.0,5.0,0.6,0.9,0.588,0.6,0.9,0.588,0.0,0.0,0.667,0.1,0.1,1.0,0.2,0.7,0
Herb McGee,125.0,82.0,26.3,2.2,5.6,0.389,1.0,2.0,0.476,1.2,3.6,0.34,1.6,2.3,0.696,0.2,2.5,0
Herbert Hill,99.0,63.0,19.8,4.1,6.7,0.614,4.1,6.7,0.615,0.0,0.0,0.0,1.4,2.5,0.566,2.1,3.1,0
Herbert Warren,59.0,4.0,11.5,1.5,3.3,0.447,1.4,3.1,0.47,0.1,0.3,0.188,0.8,1.5,0.562,0.7,1.2,0
Herbie Allen,120.0,59.0,24.2,2.4,6.3,0.379,1.3,3.3,0.403,1.1,3.1,0.353,1.8,2.4,0.763,0.4,1.3,0
Hercy Miller,6.0,0.0,10.2,0.5,2.3,0.214,0.5,1.7,0.3,0.0,0.7,0.0,1.0,1.3,0.75,0.0,0.8,0
Herley Maclin,47.0,1.0,8.7,0.7,1.5,0.457,0.5,1.0,0.511,0.2,0.5,0.36,0.3,0.4,0.789,0.6,0.6,0
Herman Banks,9.0,0.0,4.6,0.0,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.667,0.1,0.2,0.5,0.4,0.6,0
Herman Wrice,59.0,53.0,20.2,1.7,3.5,0.493,1.7,3.4,0.498,0.0,0.0,0.0,0.7,1.7,0.449,1.8,2.8,0
Heru Bligen,52.0,1.0,17.0,1.8,4.3,0.413,1.6,3.7,0.428,0.2,0.6,0.31,1.3,1.9,0.69,0.8,1.4,0
Herve Aholode,35.0,7.0,7.3,0.5,1.3,0.409,0.5,1.2,0.419,0.0,0.0,0.0,0.3,0.5,0.632,0.7,0.9,0
Herve Banogle,46.0,29.0,16.0,1.3,2.4,0.55,1.3,2.4,0.55,0.0,0.0,0.667,0.8,1.4,0.554,1.5,2.4,0
Hichem Benayad-Cherif,6.0,0.0,2.8,0.5,1.3,0.375,0.3,1.2,0.286,0.2,0.2,1.0,1.2,2.0,0.583,1.0,0.3,0
Hikeem Champaigne,37.0,7.0,10.4,1.3,2.6,0.49,1.3,2.6,0.49,0.0,0.0,0.667,0.3,0.6,0.417,1.2,1.2,0
Hillary Haley,122.0,86.0,25.7,3.9,10.6,0.37,2.7,6.4,0.43,1.2,4.2,0.28,2.5,3.6,0.706,1.3,2.7,0
Hilton Armstrong Jr,131.0,56.0,15.1,1.7,3.1,0.563,1.7,3.1,0.565,0.0,0.0,0.333,1.2,2.1,0.578,1.3,2.6,0
Hodari Mallory,107.0,75.0,28.4,3.6,8.4,0.427,2.2,4.7,0.473,1.3,3.7,0.367,1.4,2.0,0.714,2.1,3.1,0
Holden Mobley,100.0,1.0,6.8,0.2,0.6,0.411,0.1,0.2,0.478,0.1,0.3,0.364,0.2,0.3,0.655,0.3,0.5,0
Holland Mack,41.0,1.0,1.7,0.1,0.5,0.316,0.1,0.4,0.375,0.0,0.1,0.0,0.1,0.2,0.5,0.2,0.4,0
Holland Woods,122.0,99.0,32.4,4.0,10.0,0.402,2.9,6.1,0.467,1.2,3.9,0.299,3.6,4.4,0.81,0.4,2.2,0
Holland Woods II,12.0,12.0,31.0,4.7,11.1,0.421,2.6,6.2,0.419,2.1,4.9,0.424,2.2,3.1,0.703,0.4,2.2,0
Hollis Hill,31.0,0.0,9.8,0.9,3.0,0.293,0.5,1.4,0.326,0.4,1.6,0.265,0.7,1.0,0.7,0.3,0.5,0
Holt Harmon,6.0,0.0,3.2,0.2,0.5,0.333,0.0,0.3,0.0,0.2,0.2,1.0,0.0,0.0,0.667,0.2,0.2,0
Holton Hunsaker,127.0,127.0,32.8,3.4,9.6,0.35,1.5,4.1,0.367,1.9,5.6,0.338,3.6,4.2,0.872,0.2,2.1,0
Hondo Webb,28.0,9.0,14.7,1.3,2.6,0.507,1.3,2.3,0.571,0.0,0.4,0.1,0.7,0.9,0.769,1.1,1.5,0
Hondre Brewer,116.0,81.0,21.0,1.9,3.8,0.497,1.9,3.8,0.497,0.0,0.0,0.667,1.2,2.3,0.524,1.6,3.5,0
Honor Huff,18.0,4.0,22.7,2.2,5.8,0.385,1.3,2.6,0.5,0.9,3.2,0.293,1.3,1.4,0.96,0.2,0.9,0
Horace Bond,124.0,109.0,23.8,1.7,3.5,0.494,1.6,2.9,0.542,0.2,0.6,0.267,1.0,2.0,0.52,1.6,2.1,0
Horace McGloster,44.0,1.0,7.8,0.7,1.7,0.405,0.5,0.9,0.564,0.2,0.8,0.229,0.4,0.5,0.696,0.6,0.7,0
Horace Wyatt Jr.,24.0,17.0,11.0,0.8,1.5,0.486,0.7,1.3,0.516,0.1,0.3,0.333,0.5,0.8,0.684,0.1,0.8,0
Hosea Butler,56.0,51.0,33.6,3.6,9.9,0.366,2.3,5.4,0.433,1.3,4.5,0.286,2.2,2.8,0.776,1.0,2.9,0
Houston Mallette,18.0,16.0,30.1,4.1,10.1,0.407,1.9,3.9,0.479,2.2,6.2,0.36,1.0,1.2,0.818,0.3,3.3,0
Houston Wahlen,12.0,0.0,1.4,0.3,0.7,0.5,0.2,0.3,0.5,0.2,0.3,0.5,0.1,0.2,0.5,0.0,0.2,0
Howard Austin,33.0,0.0,7.4,0.1,0.3,0.182,0.1,0.3,0.182,0.0,0.0,0.667,0.1,0.3,0.2,0.0,0.3,0
Howard Blue,103.0,80.0,24.9,4.3,8.4,0.513,4.1,7.8,0.53,0.2,0.6,0.302,2.8,4.0,0.697,2.1,3.9,0
Howard Bridgers,4.0,0.0,5.8,0.3,0.8,0.333,0.3,0.8,0.333,0.0,0.0,0.667,1.3,1.5,0.833,0.8,1.0,0
Howard Crawford,119.0,53.0,17.0,2.4,4.9,0.495,2.3,4.6,0.505,0.1,0.3,0.324,1.9,2.7,0.696,1.2,1.6,0
Howard Washington,41.0,0.0,6.5,0.3,1.1,0.273,0.2,0.4,0.444,0.1,0.6,0.154,0.3,0.4,0.824,0.0,0.8,0
Howard Wilkerson,103.0,76.0,26.1,4.5,8.1,0.556,4.2,7.2,0.586,0.3,0.9,0.307,2.3,3.6,0.64,2.3,4.4,0
Hugh Barnett,43.0,4.0,5.3,0.6,1.5,0.413,0.6,1.5,0.413,0.0,0.0,0.667,0.4,0.7,0.531,0.5,0.8,0
Hugh Baxter,32.0,16.0,13.0,2.2,4.5,0.493,1.2,1.7,0.722,1.0,2.8,0.356,0.2,0.3,0.7,0.4,1.4,0
Hugh Hogland,45.0,4.0,14.2,1.5,2.9,0.515,1.5,2.9,0.519,0.0,0.0,0.0,0.8,1.4,0.594,1.0,1.9,0
Hugh Martin,5.0,0.0,3.4,0.2,0.4,0.5,0.2,0.4,0.5,0.0,0.0,0.667,0.2,0.4,0.5,0.0,0.8,0
Hugh Mingo,60.0,50.0,28.9,3.4,9.2,0.373,2.4,5.5,0.435,1.0,3.7,0.282,1.2,1.9,0.616,1.0,3.8,0
Hugo Clarkin,27.0,7.0,10.5,0.7,1.1,0.667,0.7,1.0,0.714,0.0,0.1,0.0,0.1,0.2,0.333,0.5,1.4,0
Hungo Makor,4.0,0.0,1.8,0.0,0.8,0.0,0.0,0.5,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.3,0.3,0
Hunt Conroy,9.0,0.0,1.1,0.1,0.3,0.333,0.1,0.1,1.0,0.0,0.2,0.0,0.1,0.2,0.5,0.0,0.1,0
Hunter Cattoor,67.0,19.0,23.4,2.6,6.0,0.436,0.8,1.6,0.472,1.8,4.3,0.423,0.9,1.2,0.753,0.2,2.4,0
Hunter Crist,102.0,9.0,10.7,0.7,1.8,0.395,0.4,0.9,0.456,0.3,0.9,0.337,0.6,0.9,0.67,0.3,1.0,0
Hunter Hale,43.0,31.0,20.0,3.5,8.5,0.408,1.5,2.9,0.512,2.0,5.6,0.355,1.6,2.1,0.778,0.6,2.2,0
Hunter Harris,65.0,61.0,26.0,3.2,6.2,0.511,3.1,5.8,0.535,0.1,0.4,0.185,2.2,3.6,0.623,2.2,3.2,0
Hunter Houston,63.0,10.0,10.1,1.3,3.6,0.362,0.7,1.4,0.489,0.6,2.2,0.279,0.2,0.4,0.407,0.7,0.9,0
Hunter Maldonado,107.0,94.0,31.5,4.2,9.8,0.431,3.4,7.0,0.494,0.8,2.8,0.276,3.0,4.3,0.697,0.8,4.3,0
Hunter Marks,78.0,67.0,30.3,3.0,7.0,0.423,1.9,3.6,0.539,1.0,3.4,0.299,2.3,3.0,0.764,1.2,3.9,0
Hunter McClinton,29.0,9.0,17.4,1.1,2.9,0.376,0.4,0.9,0.44,0.7,2.1,0.35,0.4,0.7,0.65,0.2,0.6,0
Hunter McIntosh,69.0,69.0,32.2,4.2,10.6,0.4,1.7,4.0,0.433,2.5,6.6,0.38,1.8,2.3,0.804,0.4,2.7,0
Hunter Mickelson,109.0,36.0,12.8,1.8,3.8,0.464,1.7,3.7,0.473,0.0,0.1,0.167,0.5,0.8,0.683,1.0,1.9,0
Hunter Miller,121.0,47.0,18.5,1.1,3.2,0.335,0.6,1.7,0.363,0.5,1.5,0.305,0.9,1.2,0.711,0.2,1.6,0
Hunter Myers,7.0,0.0,2.4,0.1,0.6,0.25,0.1,0.3,0.5,0.0,0.3,0.0,0.0,0.0,0.667,0.3,0.0,0
Hunter Ware,123.0,49.0,20.7,2.3,5.8,0.403,1.5,3.4,0.447,0.8,2.3,0.338,0.8,1.1,0.739,0.5,1.9,0
Hunter Williams,64.0,63.0,35.8,4.1,11.3,0.368,1.6,4.7,0.347,2.5,6.5,0.383,1.3,1.9,0.672,0.4,2.0,0
Hunter Woods,68.0,47.0,27.7,2.8,7.7,0.369,1.4,3.2,0.426,1.5,4.5,0.329,1.7,2.4,0.715,1.0,5.3,0
Hunter-Jack Madden,17.0,7.0,22.6,1.5,5.2,0.281,0.8,2.8,0.292,0.6,2.4,0.268,1.4,1.5,0.92,0.0,2.2,0
Huthifah Abdel Jawad,10.0,0.0,1.4,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.667,0.1,0.2,0.5,0.0,0.1,0
Hysier Miller,11.0,0.0,11.4,0.7,2.5,0.296,0.4,1.1,0.333,0.4,1.4,0.267,0.5,0.5,0.833,0.2,0.7,0
Iakeem Alston,29.0,5.0,10.6,0.8,2.3,0.358,0.8,2.1,0.383,0.0,0.2,0.143,0.7,1.3,0.513,0.2,0.8,0
Ian Andersen,121.0,32.0,17.7,2.0,5.6,0.351,0.3,0.8,0.427,1.6,4.8,0.339,0.6,0.7,0.773,0.3,1.4,0
Ian Baker,120.0,100.0,28.8,3.7,8.8,0.418,2.0,4.3,0.47,1.7,4.5,0.369,2.7,3.4,0.799,0.4,2.9,0
Ian Boyd,95.0,18.0,20.1,2.3,5.5,0.408,1.5,3.2,0.488,0.7,2.4,0.299,1.1,1.5,0.72,1.0,2.0,0
Ian Boylan,118.0,99.0,31.9,4.5,10.1,0.439,2.9,5.9,0.491,1.5,4.2,0.366,3.2,4.1,0.783,1.5,2.7,0
Ian Burke,85.0,26.0,16.9,1.3,3.4,0.382,0.5,1.0,0.494,0.8,2.4,0.335,0.6,0.8,0.69,0.7,1.6,0
Ian Carter,60.0,1.0,10.0,1.1,2.5,0.423,0.9,1.9,0.491,0.1,0.6,0.2,0.5,0.9,0.604,0.5,1.5,0
Ian Chiles,64.0,52.0,29.9,4.3,10.1,0.422,3.2,7.0,0.454,1.1,3.1,0.347,2.5,3.4,0.735,0.7,2.4,0
Ian Clark,14.0,0.0,3.4,0.3,0.6,0.444,0.1,0.2,0.667,0.1,0.4,0.333,0.2,0.4,0.6,0.0,0.4,0
Ian Crosswhite,83.0,50.0,22.6,3.6,6.8,0.524,3.2,5.6,0.567,0.4,1.2,0.33,2.8,3.7,0.759,1.5,3.2,0
Ian Harward,22.0,0.0,4.0,0.4,1.1,0.333,0.4,1.1,0.333,0.0,0.0,0.667,0.3,0.4,0.667,0.5,0.5,0
Ian Hummer,123.0,90.0,28.6,5.1,10.0,0.51,4.9,9.3,0.525,0.2,0.7,0.31,2.8,4.3,0.666,1.7,4.2,0
Ian Markolf,27.0,20.0,18.4,2.3,5.0,0.452,2.3,5.0,0.452,0.0,0.0,0.667,0.9,2.2,0.407,1.8,3.9,0
Ian Martinez,40.0,0.0,15.1,1.5,3.7,0.415,1.1,2.2,0.506,0.4,1.5,0.276,0.8,1.1,0.762,0.2,1.8,0
Ian McVey,45.0,1.0,6.2,0.6,1.0,0.609,0.6,1.0,0.609,0.0,0.0,0.667,0.3,0.6,0.444,0.5,0.8,0
Ian Miller,107.0,12.0,22.0,3.0,7.5,0.404,1.7,3.7,0.452,1.4,3.8,0.358,1.7,2.1,0.806,0.3,1.6,0
Ian Milne,28.0,15.0,21.7,2.3,5.9,0.396,1.6,3.7,0.447,0.7,2.2,0.311,0.5,0.8,0.652,1.1,2.4,0
Ian Mooney,37.0,0.0,3.1,0.1,0.3,0.333,0.1,0.3,0.333,0.0,0.0,0.667,0.1,0.3,0.364,0.3,0.5,0
Ian Motta,17.0,7.0,12.7,0.4,1.9,0.212,0.2,0.7,0.333,0.2,1.2,0.143,0.3,0.4,0.833,0.4,1.0,0
Iba Camara,122.0,95.0,21.3,2.9,5.7,0.511,2.9,5.7,0.512,0.0,0.0,0.0,1.7,2.9,0.581,2.2,6.1,0
Ibi Watson,100.0,26.0,18.1,2.7,5.8,0.465,1.5,2.6,0.57,1.2,3.2,0.378,1.1,1.5,0.776,0.4,1.6,0
Ibn Muhammad,68.0,30.0,22.1,1.2,2.8,0.427,0.5,1.0,0.492,0.7,1.9,0.394,0.4,0.6,0.659,0.2,1.4,0
Ibn Williams,62.0,11.0,15.6,1.4,4.2,0.319,0.6,1.8,0.345,0.7,2.4,0.3,0.5,0.7,0.652,0.2,1.4,0
Ibrahim Appiah,46.0,1.0,7.3,0.5,1.1,0.449,0.4,0.9,0.425,0.1,0.2,0.556,0.3,0.4,0.737,0.2,0.9,0
Ibrahim Wattara,11.0,1.0,14.3,2.0,4.6,0.431,1.9,4.4,0.438,0.1,0.3,0.333,0.9,1.4,0.667,1.0,2.2,0
Ice Asortse,25.0,0.0,6.6,0.9,1.5,0.622,0.9,1.5,0.622,0.0,0.0,0.667,0.5,0.9,0.565,0.5,0.6,0
Idris Hilliard,128.0,94.0,24.0,2.8,5.5,0.509,2.7,5.1,0.524,0.1,0.3,0.273,1.5,2.2,0.699,1.4,2.7,0
Ignas Brazdeikis,37.0,37.0,29.6,5.1,11.0,0.462,3.6,7.1,0.5,1.5,3.9,0.392,3.1,4.1,0.773,1.2,4.3,0
Igor Cvorovic,1.0,0.0,7.0,1.0,5.0,0.2,1.0,5.0,0.2,0.0,0.0,0.667,0.0,2.0,0.0,2.0,2.0,0
Igor Hadziomerovic,109.0,65.0,21.7,1.7,4.2,0.404,1.3,2.9,0.446,0.4,1.3,0.307,0.9,1.5,0.621,0.7,2.1,0
Igor Macura,100.0,21.0,9.5,0.6,1.4,0.454,0.6,1.2,0.48,0.1,0.2,0.278,0.6,1.0,0.571,0.5,1.0,0
Igor Milicic Jr.,12.0,0.0,7.1,0.9,2.3,0.407,0.3,0.5,0.5,0.7,1.8,0.381,0.3,0.5,0.5,0.2,0.9,0
Igor Mocevic,10.0,1.0,6.0,0.3,1.3,0.231,0.3,1.1,0.273,0.0,0.2,0.0,0.0,0.0,0.667,0.1,0.4,0
Ikaika Alama-Francis,9.0,0.0,1.1,0.1,0.4,0.25,0.1,0.4,0.25,0.0,0.0,0.667,0.1,0.6,0.2,0.3,0.1,0
Ike Anigbogu,29.0,0.0,13.0,2.0,3.5,0.564,2.0,3.5,0.564,0.0,0.0,0.667,0.8,1.5,0.535,1.4,2.6,0
Ike Azotam,126.0,101.0,27.3,5.0,9.8,0.506,5.0,9.8,0.507,0.0,0.0,0.0,2.8,4.5,0.619,3.4,4.9,0
Ike Count,16.0,10.0,22.8,3.0,7.4,0.407,2.0,5.1,0.39,1.0,2.3,0.444,0.6,1.0,0.563,0.7,2.6,0
Ike Williams,60.0,21.0,0.667,1.4,3.9,0.357,1.1,2.9,0.383,0.3,1.0,0.283,0.9,1.8,0.533,1.4,2.9,0
Ileri Ayo-Faleye,6.0,0.0,6.7,0.3,1.7,0.2,0.3,1.2,0.286,0.0,0.5,0.0,0.0,0.0,0.667,0.5,0.5,0
Ilija Milutinovic,79.0,0.0,7.0,0.8,1.6,0.484,0.6,1.2,0.48,0.2,0.3,0.5,0.5,0.8,0.689,0.4,1.1,0
Illiwa Baldwin,12.0,0.0,12.2,1.3,2.4,0.552,1.3,2.4,0.552,0.0,0.0,0.667,0.7,1.1,0.615,0.9,1.3,0
Iman Mattox,51.0,37.0,28.2,2.8,7.7,0.362,1.5,3.6,0.418,1.3,4.1,0.313,1.5,2.3,0.647,1.1,2.6,0
Imani Miller,42.0,4.0,6.7,0.1,0.4,0.294,0.1,0.4,0.25,0.0,0.0,1.0,0.2,0.4,0.5,0.2,0.4,0
Immanuel Allen,27.0,0.0,15.0,2.3,4.4,0.517,1.7,3.1,0.542,0.6,1.3,0.457,1.3,1.9,0.706,0.9,1.6,0
Immanuel McElroy,70.0,58.0,26.5,3.2,6.5,0.501,3.1,5.9,0.528,0.1,0.5,0.211,1.6,2.6,0.633,1.7,2.6,0
Immanuel Washington,54.0,27.0,13.4,0.9,1.7,0.548,0.9,1.5,0.59,0.0,0.2,0.2,0.4,0.8,0.533,1.0,0.9,0
Ingo Beaudet,64.0,2.0,7.4,0.5,0.9,0.5,0.5,0.9,0.5,0.0,0.0,0.667,0.1,0.3,0.474,0.5,0.6,0
Inyo Cue,113.0,55.0,0.667,1.4,4.2,0.342,0.8,2.2,0.379,0.6,2.0,0.3,1.1,1.8,0.624,0.8,1.2,0
Ira Brown,57.0,1.0,7.6,0.8,1.6,0.528,0.8,1.3,0.589,0.1,0.3,0.25,0.3,0.6,0.576,0.6,1.1,0
Ira Miller,39.0,13.0,0.667,1.3,2.5,0.505,1.1,2.0,0.564,0.2,0.5,0.286,1.6,2.3,0.711,1.8,1.3,0
Iran Bennett,52.0,39.0,17.6,2.9,5.7,0.507,2.8,5.6,0.512,0.0,0.1,0.2,1.3,2.3,0.583,2.0,2.5,0
Irshaad Hunte,62.0,3.0,12.2,1.6,3.3,0.495,1.6,3.0,0.527,0.0,0.3,0.167,1.4,2.3,0.629,1.0,2.1,0
