name,games,gameStarted,minPlayed,fieldGoals,fieldGoalsAttemp,fieldGoalsPerc,point2_Goals,point2_Attemp,point2_Perc,point3_Goals,point3_Attemp,point3_Perc,freeThrows,freeThrowsAttemp,freeThrowsPerc,offensRebounds,deffensRebounds,draft
Isaac Aguiar,24.0,2.0,7.3,0.3,0.8,0.368,0.2,0.6,0.333,0.1,0.2,0.5,0.0,0.1,0.0,0.5,0.9,0
Isaac Banks,122.0,46.0,16.8,1.6,2.7,0.586,1.5,2.6,0.589,0.0,0.0,0.333,0.6,1.2,0.476,1.5,2.7,0
Isaac Bassey,41.0,2.0,7.1,1.0,1.9,0.494,1.0,1.9,0.494,0.0,0.0,0.667,0.5,0.7,0.714,0.3,1.0,0
Isaac Belton,99.0,12.0,10.8,1.1,3.1,0.339,0.7,1.5,0.456,0.4,1.6,0.23,0.8,1.1,0.748,0.3,1.1,0
Isaac Bonton,60.0,47.0,31.1,5.1,13.9,0.362,3.4,8.9,0.387,1.6,5.1,0.319,3.1,4.1,0.744,0.5,3.1,0
Isaac Brooks,15.0,0.0,0.667,0.5,1.3,0.35,0.3,0.5,0.5,0.2,0.8,0.25,0.2,0.3,0.75,0.2,0.4,0
Isaac Brown,57.0,2.0,6.8,0.2,1.1,0.188,0.2,0.7,0.238,0.0,0.4,0.091,0.2,0.5,0.467,0.1,0.4,0
Isaac Butts,116.0,81.0,21.6,3.1,5.2,0.603,3.1,5.2,0.603,0.0,0.0,0.667,1.0,1.7,0.594,2.5,4.4,0
Isaac Chatman,68.0,44.0,22.3,2.1,4.6,0.468,1.7,3.3,0.518,0.4,1.3,0.341,1.2,1.8,0.672,1.1,3.1,0
Isaac Cohen,109.0,79.0,23.8,1.5,2.5,0.576,1.4,2.3,0.597,0.1,0.3,0.393,0.4,0.9,0.433,1.2,3.3,0
Isaac Copeland,126.0,102.0,27.6,3.9,8.4,0.459,2.9,5.5,0.53,1.0,2.9,0.326,1.9,2.5,0.749,1.3,3.7,0
Isaac Haas,139.0,76.0,18.0,4.0,6.9,0.589,4.0,6.9,0.589,0.0,0.0,0.667,3.1,4.5,0.689,1.6,3.1,0
Isaac Hamilton,104.0,104.0,33.0,5.2,11.6,0.448,3.3,6.6,0.501,1.9,4.9,0.376,1.5,2.0,0.773,1.0,2.8,0
Isaac Haney,17.0,0.0,13.8,1.1,2.9,0.388,0.5,1.2,0.381,0.6,1.6,0.393,1.2,1.3,0.955,0.3,2.1,0
Isaac Hines,56.0,56.0,28.7,2.3,5.8,0.398,1.2,2.9,0.418,1.1,2.8,0.376,1.4,2.0,0.736,1.4,3.9,0
Isaac Hippolyte,91.0,15.0,10.4,0.7,1.8,0.389,0.6,1.2,0.477,0.2,0.7,0.233,0.3,0.5,0.707,0.6,1.9,0
Isaac Humphries,61.0,2.0,8.6,1.0,2.1,0.473,1.0,2.1,0.473,0.0,0.0,0.667,0.4,0.7,0.65,1.2,1.5,0
Isaac Mack,51.0,28.0,23.2,2.5,6.8,0.372,1.9,4.5,0.417,0.7,2.3,0.286,1.1,1.6,0.675,0.5,1.6,0
Isaac Mbuyamba,64.0,48.0,20.1,1.1,2.3,0.469,1.1,2.3,0.472,0.0,0.0,0.0,0.9,2.0,0.433,2.1,2.5,0
Isaac McGlone,125.0,83.0,24.8,1.7,4.2,0.4,0.5,1.0,0.5,1.2,3.1,0.366,0.6,0.8,0.743,0.2,1.5,0
Isaac Monson,21.0,0.0,3.8,0.2,0.4,0.556,0.2,0.3,0.571,0.0,0.1,0.5,0.4,0.6,0.667,0.3,0.8,0
Isaac Mushila,17.0,13.0,24.2,4.9,8.1,0.613,4.6,7.2,0.639,0.4,0.9,0.4,4.5,5.9,0.76,2.9,5.6,0
Isaac Wells,91.0,85.0,30.2,5.1,11.1,0.456,4.1,8.5,0.488,0.9,2.6,0.356,2.0,3.0,0.665,1.7,5.0,0
Isaac White,39.0,34.0,30.4,3.3,7.5,0.44,1.1,2.0,0.526,2.3,5.5,0.409,2.1,2.6,0.82,0.2,2.3,0
Isaac Williams,99.0,54.0,25.5,4.1,10.9,0.378,2.4,5.6,0.42,1.8,5.3,0.333,1.6,2.0,0.827,0.9,2.8,0
Isaac Wulff,9.0,0.0,1.7,0.2,0.7,0.333,0.2,0.4,0.5,0.0,0.2,0.0,0.3,0.4,0.75,0.1,0.1,0
Isacc Miles,132.0,126.0,27.0,3.0,6.9,0.437,1.8,3.5,0.53,1.2,3.4,0.344,2.0,2.8,0.73,0.6,1.9,0
Isaiah Adams,35.0,14.0,21.6,3.1,6.9,0.444,2.3,4.4,0.526,0.8,2.5,0.303,1.3,2.3,0.557,0.9,2.5,0
Isaiah Addo-Ankrah,12.0,0.0,3.8,0.4,1.3,0.333,0.3,0.5,0.5,0.2,0.8,0.222,0.4,0.4,1.0,0.0,0.3,0
Isaiah Allen,59.0,57.0,27.8,2.8,7.9,0.353,1.4,3.5,0.406,1.4,4.4,0.31,2.0,2.7,0.742,0.5,1.9,0
Isaiah Amato,11.0,0.0,4.6,0.5,1.2,0.385,0.5,0.8,0.556,0.0,0.4,0.0,0.2,0.5,0.333,0.0,0.7,0
Isaiah Anderson,27.0,3.0,11.2,1.3,2.6,0.493,1.2,2.4,0.516,0.1,0.3,0.286,0.3,0.6,0.471,1.0,1.5,0
Isaiah Armwood,124.0,72.0,23.1,2.7,5.4,0.494,2.6,5.2,0.505,0.0,0.2,0.2,2.1,3.1,0.661,1.8,4.0,0
Isaiah Attles,8.0,3.0,14.1,1.5,3.6,0.414,0.8,1.8,0.429,0.8,1.9,0.4,0.6,1.1,0.556,0.6,0.8,0
Isaiah Austin,73.0,72.0,28.9,4.6,10.2,0.454,4.0,8.1,0.492,0.7,2.1,0.31,2.2,3.3,0.66,2.3,4.5,0
Isaiah Bailey,64.0,55.0,29.6,4.6,10.8,0.428,3.9,8.1,0.478,0.7,2.6,0.272,5.7,7.3,0.779,1.2,3.8,0
Isaiah Baker,25.0,0.0,2.9,0.1,0.3,0.25,0.1,0.3,0.25,0.0,0.0,0.667,0.1,0.4,0.3,0.2,0.4,0
Isaiah Banks,104.0,50.0,18.2,2.1,4.3,0.488,1.5,2.3,0.672,0.5,2.0,0.273,0.6,1.2,0.484,1.1,1.3,0
Isaiah Bigelow,48.0,10.0,17.5,2.0,4.9,0.404,0.8,1.5,0.534,1.2,3.4,0.346,1.3,1.5,0.857,0.6,3.1,0
Isaiah Blackmon,115.0,77.0,28.8,4.8,10.6,0.454,2.9,6.1,0.48,1.9,4.5,0.42,2.5,3.2,0.762,1.6,2.9,0
Isaiah Briscoe,70.0,69.0,31.3,4.2,9.3,0.455,3.9,7.9,0.495,0.3,1.4,0.229,2.2,3.9,0.555,1.5,3.9,0
Isaiah Broady,8.0,0.0,11.8,1.4,3.4,0.407,1.4,2.5,0.55,0.0,0.9,0.0,0.3,0.5,0.5,0.9,2.5,0
Isaiah Brock,63.0,58.0,24.6,2.6,3.7,0.694,2.6,3.7,0.694,0.0,0.0,0.667,0.6,1.0,0.645,2.1,5.0,0
Isaiah Brown,122.0,96.0,25.1,2.3,5.9,0.388,1.4,3.2,0.443,0.9,2.7,0.323,0.9,1.2,0.752,0.4,2.7,0
Isaiah Bujdoso,30.0,3.0,13.2,0.8,1.8,0.444,0.7,1.3,0.513,0.1,0.5,0.267,0.4,0.6,0.632,0.2,0.9,0
Isaiah Burke,63.0,24.0,22.7,2.9,7.1,0.402,1.6,3.3,0.474,1.3,3.8,0.339,1.3,1.9,0.695,0.7,1.3,0
Isaiah Burnett,25.0,0.0,9.7,0.6,1.9,0.292,0.3,1.0,0.308,0.2,0.9,0.273,0.2,0.3,0.75,0.3,1.0,0
Isaiah Caldwell,13.0,0.0,14.0,1.0,3.1,0.325,0.8,1.7,0.455,0.2,1.4,0.167,0.5,0.7,0.778,0.8,1.8,0
Isaiah Canaan,132.0,83.0,29.4,4.8,10.7,0.45,2.5,5.2,0.483,2.3,5.5,0.419,3.6,4.5,0.803,0.6,2.2,0
Isaiah Coleman,15.0,0.0,2.7,0.3,1.2,0.278,0.3,0.7,0.364,0.1,0.5,0.143,0.3,0.5,0.571,0.5,0.1,0
Isaiah Coleman-Lands,104.0,7.0,22.6,2.3,5.9,0.394,0.9,1.8,0.484,1.5,4.1,0.354,0.8,1.0,0.766,0.5,2.0,0
Isaiah Cotton,24.0,6.0,8.9,0.7,1.5,0.457,0.7,1.5,0.457,0.0,0.0,0.667,0.5,1.4,0.353,0.8,1.2,0
Isaiah Cottrell,23.0,13.0,11.4,1.3,3.4,0.392,1.2,2.4,0.5,0.1,1.0,0.13,0.5,0.9,0.524,0.6,1.5,0
Isaiah Cousins,137.0,119.0,27.7,3.5,8.5,0.408,2.2,5.3,0.408,1.3,3.2,0.407,1.5,2.1,0.711,0.8,3.0,0
Isaiah Cozart,36.0,0.0,5.5,0.7,1.1,0.658,0.7,1.1,0.658,0.0,0.0,0.667,0.1,0.2,0.571,0.5,0.9,0
Isaiah Crawford,51.0,34.0,24.4,3.9,8.0,0.49,2.9,5.2,0.558,1.0,2.8,0.362,1.8,2.9,0.644,1.3,3.5,0
Isaiah Crawley,62.0,58.0,26.4,4.5,8.0,0.57,4.1,6.6,0.627,0.4,1.4,0.299,2.9,4.5,0.649,2.5,3.5,0
Isaiah Haralson,36.0,1.0,6.8,0.2,0.8,0.267,0.1,0.1,0.5,0.2,0.7,0.231,0.1,0.1,0.5,0.1,0.1,0
Isaiah Hart,20.0,0.0,13.7,1.3,3.4,0.373,0.5,1.2,0.435,0.8,2.2,0.341,0.4,0.6,0.583,0.4,1.0,0
Isaiah Hawthorne,21.0,0.0,6.9,0.6,2.1,0.295,0.4,0.7,0.6,0.2,1.4,0.138,0.3,0.4,0.875,0.4,0.8,0
Isaiah Hicks,151.0,45.0,16.2,2.8,4.9,0.571,2.8,4.8,0.575,0.0,0.0,0.167,1.8,2.5,0.725,1.5,2.2,0
Isaiah Hill,71.0,46.0,25.8,2.4,6.5,0.367,1.4,3.5,0.398,1.0,3.0,0.332,1.5,1.9,0.759,0.3,2.2,0
Isaiah Hobbs,32.0,5.0,12.6,0.9,2.3,0.417,0.9,1.8,0.526,0.0,0.5,0.0,1.2,1.9,0.617,0.5,1.1,0
Isaiah Hunter,120.0,102.0,27.9,4.0,10.6,0.379,2.6,6.1,0.424,1.4,4.5,0.319,2.4,3.2,0.767,0.6,2.3,0
Isaiah Manderson,66.0,8.0,16.0,2.3,4.6,0.498,2.3,4.5,0.508,0.0,0.1,0.0,0.9,1.6,0.571,1.1,2.1,0
Isaiah Marin,19.0,8.0,15.6,1.3,3.8,0.342,0.5,1.6,0.3,0.8,2.3,0.372,0.3,0.6,0.545,0.4,1.7,0
Isaiah Martin,35.0,30.0,26.4,3.7,5.8,0.637,3.7,5.8,0.637,0.0,0.0,0.667,1.3,2.4,0.553,2.6,4.1,0
Isaiah Mason,5.0,0.0,6.6,0.6,1.8,0.333,0.6,0.8,0.75,0.0,1.0,0.0,0.0,0.4,0.0,0.6,0.6,0
Isaiah Massey,67.0,5.0,11.3,1.2,2.5,0.503,1.2,2.4,0.503,0.0,0.0,0.5,0.8,1.2,0.7,0.9,2.0,0
Isaiah Maston,28.0,0.0,9.2,0.6,1.6,0.409,0.1,0.3,0.444,0.5,1.3,0.4,0.0,0.1,0.5,0.2,0.7,0
Isaiah Maurice,90.0,20.0,10.8,1.7,3.4,0.489,1.5,2.7,0.545,0.2,0.7,0.277,0.6,1.0,0.64,0.6,1.9,0
Isaiah McCray,121.0,74.0,22.1,1.8,4.9,0.372,1.1,2.7,0.399,0.8,2.2,0.34,1.3,2.7,0.494,0.6,2.9,0
Isaiah Miles,107.0,68.0,23.6,3.5,7.6,0.463,2.2,4.1,0.548,1.3,3.5,0.364,2.0,2.3,0.84,1.6,3.1,0
Isaiah Miller,132.0,80.0,25.6,6.3,13.3,0.474,5.8,11.3,0.514,0.5,1.9,0.241,1.8,3.2,0.577,1.6,3.2,0
Isaiah Mills,7.0,0.0,9.0,0.7,1.0,0.714,0.7,1.0,0.714,0.0,0.0,0.667,0.3,1.1,0.25,0.1,1.4,0
Isaiah Minter,14.0,0.0,2.9,0.4,1.0,0.429,0.4,0.7,0.5,0.1,0.3,0.25,0.1,0.3,0.5,0.1,0.3,0
Isaiah Mobley,78.0,55.0,25.9,3.5,7.4,0.473,2.8,5.8,0.491,0.7,1.6,0.408,1.7,3.1,0.562,2.1,4.7,0
Isaiah Morton,72.0,57.0,27.9,2.2,6.4,0.344,1.0,2.5,0.409,1.2,3.9,0.302,1.4,2.2,0.646,0.3,1.6,0
Isaiah Moss,132.0,105.0,22.4,3.0,7.5,0.406,1.7,4.0,0.43,1.3,3.5,0.378,1.3,1.5,0.833,0.4,1.8,0
Isaiah Mucius,100.0,63.0,23.7,3.0,7.6,0.391,1.9,4.4,0.437,1.1,3.2,0.328,1.2,1.8,0.644,1.3,3.0,0
Isaiah Wade,29.0,2.0,14.5,2.1,3.7,0.561,2.1,3.5,0.588,0.0,0.2,0.0,0.6,1.4,0.39,1.2,2.2,0
Isaiah Walton,72.0,52.0,29.9,5.2,11.6,0.447,3.5,7.1,0.496,1.7,4.5,0.369,3.3,4.0,0.832,0.5,3.5,0
Isaiah Washington,104.0,43.0,24.6,3.3,8.5,0.383,2.4,5.6,0.436,0.8,2.9,0.282,1.6,2.1,0.77,0.6,2.7,0
Isaiah Watkins,17.0,0.0,5.6,0.4,1.4,0.292,0.4,1.3,0.318,0.0,0.1,0.0,0.5,0.6,0.727,0.6,0.7,0
Isaiah Whaley,120.0,54.0,17.4,1.9,3.6,0.517,1.7,3.2,0.537,0.1,0.4,0.333,0.8,1.3,0.631,1.6,2.2,0
Isaiah White,96.0,79.0,23.4,2.9,6.8,0.431,2.2,4.4,0.494,0.8,2.4,0.318,2.2,3.4,0.66,1.3,3.4,0
Isaiah Whitehead,56.0,52.0,30.5,5.1,13.6,0.375,3.0,7.8,0.387,2.1,5.8,0.359,3.5,4.6,0.757,0.7,3.0,0
Isaiah Wilkerson,113.0,110.0,30.4,4.8,11.9,0.405,3.5,8.0,0.44,1.3,3.9,0.333,3.0,4.0,0.759,1.8,3.7,0
Isaiah Wilkins,97.0,21.0,14.9,1.9,4.3,0.432,1.1,2.2,0.498,0.8,2.1,0.361,0.7,0.9,0.759,0.8,2.0,0
Isaiah Williams,69.0,38.0,18.2,1.8,4.7,0.386,1.7,4.1,0.401,0.2,0.6,0.275,1.7,3.1,0.547,1.2,2.1,0
Isaiah Wilson,36.0,17.0,14.7,0.9,2.4,0.372,0.6,1.4,0.385,0.3,0.9,0.353,0.7,1.3,0.565,0.4,1.0,0
Isaiah Wong,75.0,56.0,29.1,4.5,10.2,0.44,3.3,6.6,0.494,1.2,3.5,0.338,2.8,3.6,0.788,0.9,2.9,0
Isaiah Wright,127.0,65.0,24.7,2.5,5.8,0.437,1.5,3.0,0.507,1.0,2.8,0.361,1.8,2.4,0.755,0.2,2.6,0
Isaiah Zierden,114.0,42.0,22.3,2.0,5.0,0.402,0.5,1.1,0.453,1.5,3.9,0.388,1.2,1.4,0.87,0.1,1.9,0
Isaih Hood,8.0,0.0,9.1,0.3,0.5,0.5,0.3,0.4,0.667,0.0,0.1,0.0,0.6,0.9,0.714,0.1,1.0,0
Isaih Moore,50.0,17.0,18.1,3.4,6.0,0.562,3.1,4.8,0.64,0.3,1.2,0.25,1.6,2.3,0.681,1.6,3.2,0
Ishmael Awange,48.0,19.0,8.4,0.4,0.8,0.525,0.4,0.8,0.525,0.0,0.0,0.667,0.3,0.7,0.455,0.7,1.1,0
Ishmael Hollis,39.0,3.0,9.1,1.1,2.6,0.41,0.8,1.4,0.556,0.3,1.2,0.239,0.4,0.6,0.636,0.6,1.1,0
Ishmail Wainright,132.0,76.0,18.6,1.3,3.2,0.418,0.9,1.8,0.481,0.4,1.3,0.331,0.7,1.0,0.659,1.2,2.1,0
Ishmawiyl McFadden,29.0,15.0,18.4,2.0,6.2,0.322,1.7,4.9,0.338,0.3,1.3,0.263,0.5,1.1,0.484,1.0,1.6,0
Isiah Brown,135.0,120.0,26.0,3.5,6.3,0.552,3.5,6.3,0.553,0.0,0.0,0.0,1.8,3.3,0.533,2.3,3.5,0
Isiah Carson,79.0,26.0,13.9,1.4,3.6,0.383,1.2,3.1,0.399,0.1,0.5,0.282,0.6,0.9,0.63,0.5,1.1,0
Isiah Cross,14.0,8.0,9.4,0.4,1.8,0.24,0.3,0.9,0.333,0.1,0.9,0.154,0.1,0.1,1.0,0.2,0.6,0
Isiah Martin,113.0,10.0,13.8,1.6,2.9,0.546,1.6,2.9,0.548,0.0,0.0,0.0,0.8,1.4,0.572,1.1,1.6,0
Isiah Warfield,36.0,0.0,6.6,0.4,0.8,0.483,0.2,0.3,0.727,0.2,0.5,0.333,0.1,0.3,0.417,0.2,0.7,0
Isiah Williams,63.0,62.0,32.1,5.6,14.3,0.392,3.0,6.9,0.435,2.6,7.5,0.351,3.0,3.6,0.848,0.4,2.3,0
Isiah Wilson,11.0,1.0,1.7,0.3,0.7,0.375,0.3,0.5,0.5,0.0,0.2,0.0,0.4,0.7,0.5,0.1,0.5,0
Isiaha Mike,94.0,94.0,29.9,4.3,9.4,0.456,2.6,4.8,0.55,1.7,4.7,0.361,2.0,2.6,0.746,1.7,4.2,0
Isiaih Mosley,74.0,50.0,27.5,5.4,10.9,0.494,4.0,7.5,0.53,1.4,3.4,0.414,2.6,3.0,0.863,0.7,4.1,0
Isma'Il Muhammad,126.0,34.0,19.9,3.1,6.3,0.487,3.0,6.0,0.501,0.1,0.3,0.25,1.5,3.1,0.492,1.7,2.6,0
Ismael Caro,63.0,0.0,12.1,1.1,2.7,0.404,0.7,1.7,0.448,0.3,1.0,0.333,0.6,0.8,0.698,0.2,1.2,0
Ismael Massoud,68.0,22.0,18.8,2.1,5.9,0.362,0.8,2.2,0.362,1.3,3.7,0.363,1.0,1.3,0.795,0.4,2.5,0
Ismail Ali,64.0,21.0,22.3,1.9,4.8,0.395,1.7,4.0,0.419,0.2,0.8,0.271,2.1,3.0,0.677,0.3,1.8,0
Israel Barnes,61.0,34.0,18.8,1.8,4.5,0.403,1.2,2.4,0.49,0.6,2.0,0.298,0.7,1.3,0.519,0.4,1.5,0
Issa Mase,21.0,0.0,3.8,0.3,0.9,0.389,0.2,0.6,0.417,0.1,0.3,0.333,0.3,0.6,0.5,0.2,0.6,0
Issac McBride,37.0,3.0,15.7,2.3,5.8,0.399,1.1,2.5,0.435,1.2,3.3,0.372,1.3,1.5,0.87,0.1,1.6,0
Ithiel Horton,56.0,41.0,30.2,4.1,9.8,0.417,1.8,4.2,0.442,2.2,5.6,0.398,1.1,1.5,0.78,0.4,2.4,0
Ivan Alipiev,70.0,28.0,20.3,2.3,5.6,0.415,1.4,2.5,0.554,0.9,3.1,0.302,0.7,1.0,0.776,0.7,2.1,0
Ivan Almonte,55.0,53.0,32.9,6.0,11.5,0.517,5.7,10.9,0.527,0.2,0.6,0.343,3.9,6.3,0.621,3.3,7.2,0
Ivan Aska,126.0,85.0,24.0,3.8,7.3,0.516,3.8,7.3,0.516,0.0,0.0,0.4,2.1,3.0,0.689,1.8,3.6,0
Ivan Aurrecoechea,63.0,43.0,20.5,4.1,7.1,0.58,4.0,6.9,0.586,0.0,0.2,0.3,2.2,3.3,0.671,2.0,3.4,0
Ivan Bender,81.0,13.0,9.6,1.1,1.8,0.626,1.1,1.8,0.636,0.0,0.0,0.25,0.6,0.9,0.608,0.7,1.6,0
Ivan Benkovic,57.0,0.0,10.0,0.9,2.4,0.377,0.1,0.2,0.286,0.8,2.2,0.387,0.3,0.5,0.643,0.2,0.7,0
Ivan Bozovic,101.0,72.0,21.1,1.7,4.3,0.401,1.5,3.4,0.439,0.2,0.9,0.256,0.8,1.4,0.58,1.4,2.6,0
Ivan Canete,66.0,66.0,23.6,3.3,7.4,0.449,1.9,3.8,0.494,1.5,3.6,0.402,2.0,2.5,0.786,0.6,2.3,0
Ivan Coulter,112.0,72.0,18.6,2.4,4.5,0.526,2.4,4.5,0.528,0.0,0.0,0.0,1.4,2.5,0.569,2.0,3.9,0
Ivan Cruz Uceda,52.0,13.0,15.0,1.8,4.2,0.438,0.7,1.3,0.514,1.2,2.9,0.403,0.5,0.5,0.889,0.7,2.3,0
Ivan Cucak,40.0,4.0,7.8,0.8,1.5,0.552,0.7,1.3,0.529,0.1,0.2,0.714,0.2,0.4,0.5,0.4,0.7,0
Ivan Hadzic,17.0,0.0,6.8,0.2,0.6,0.364,0.2,0.4,0.571,0.0,0.2,0.0,0.1,0.2,0.25,0.3,0.5,0
Ivan Harris,127.0,66.0,15.4,2.2,4.9,0.454,1.2,2.3,0.515,1.0,2.6,0.398,0.3,0.4,0.698,0.8,1.5,0
Ivan Madunic,118.0,53.0,15.8,1.2,3.3,0.367,0.6,1.4,0.455,0.6,1.9,0.3,0.6,0.9,0.703,1.0,2.6,0
Ivan Marnika,5.0,0.0,2.6,0.4,1.0,0.4,0.2,0.6,0.333,0.2,0.4,0.5,0.0,0.0,0.667,0.0,0.4,0
Ivan Matip,38.0,1.0,6.1,0.4,1.3,0.292,0.2,0.6,0.429,0.1,0.7,0.185,0.2,0.4,0.5,0.2,0.3,0
Ivan McFarlin,132.0,131.0,29.4,4.6,7.9,0.584,4.6,7.8,0.585,0.0,0.0,0.4,2.3,3.5,0.668,3.1,4.3,0
Ivan Wilson,21.0,2.0,7.6,1.1,2.8,0.397,1.1,2.8,0.397,0.0,0.0,0.667,0.3,0.5,0.545,0.5,1.2,0
Iverson Molinar,76.0,52.0,25.6,4.4,9.3,0.479,3.5,6.7,0.518,1.0,2.6,0.381,2.6,3.1,0.82,0.4,2.2,0
Ivo Baltic,143.0,88.0,22.4,3.1,6.3,0.491,3.0,5.9,0.503,0.1,0.4,0.294,1.2,1.9,0.624,1.3,3.4,0
Ivo Basor,40.0,16.0,13.6,0.9,1.9,0.48,0.7,1.5,0.483,0.2,0.4,0.467,0.5,1.0,0.439,1.1,1.6,0
Ivory Clark,62.0,34.0,21.4,2.8,5.6,0.507,2.8,5.2,0.526,0.1,0.3,0.2,1.4,2.1,0.672,1.3,2.6,0
Ivory McGilvery,53.0,20.0,12.2,1.2,4.2,0.286,0.7,2.1,0.345,0.5,2.0,0.224,0.4,0.7,0.657,0.3,0.5,0
Ivory White,114.0,74.0,25.4,2.4,5.8,0.405,1.4,2.9,0.482,1.0,2.9,0.328,0.8,1.3,0.632,1.6,3.3,0
Izaiah Brockington,104.0,39.0,21.6,3.3,7.5,0.448,2.8,5.8,0.479,0.6,1.6,0.339,1.9,2.5,0.747,0.9,2.6,0
Izais Hicks,43.0,1.0,10.0,0.7,1.6,0.418,0.7,1.5,0.444,0.0,0.1,0.0,0.5,1.0,0.465,1.0,1.2,0
Izayah Mauriohooho-Le'afa,117.0,108.0,30.0,2.8,7.6,0.368,1.2,3.1,0.396,1.6,4.6,0.35,0.8,1.1,0.75,0.3,2.7,0
J'Covan Brown,103.0,43.0,26.2,4.2,10.6,0.398,2.6,6.1,0.434,1.6,4.5,0.35,3.3,3.9,0.867,0.5,2.1,0
J'Mell Walters,44.0,25.0,20.3,1.4,4.0,0.347,1.3,3.3,0.396,0.1,0.7,0.125,1.1,1.7,0.653,0.5,1.4,0
J'Nathan Bullock,130.0,124.0,29.8,4.7,11.0,0.432,4.2,9.2,0.458,0.6,1.8,0.303,3.8,5.3,0.721,2.2,4.1,0
J'Raan Brooks,42.0,1.0,8.7,1.0,2.0,0.488,0.8,1.5,0.525,0.2,0.5,0.381,0.3,0.5,0.5,0.2,1.2,0
J'Von McCormick,70.0,31.0,20.7,2.7,6.4,0.421,2.0,4.3,0.467,0.7,2.2,0.331,1.3,2.2,0.59,0.7,1.6,0
J'Vonne Hadley,13.0,0.0,6.1,0.4,1.3,0.294,0.3,0.8,0.364,0.1,0.5,0.167,0.0,0.1,0.0,0.2,0.8,0
J'hared Hall,107.0,8.0,12.3,1.6,3.9,0.414,0.8,1.6,0.463,0.9,2.3,0.38,0.7,0.9,0.732,0.3,0.9,0
J'mison Morgan,72.0,14.0,9.4,1.0,2.0,0.503,1.0,2.0,0.503,0.0,0.0,0.667,0.4,1.2,0.386,0.7,1.0,0
J.B. Conley,62.0,17.0,16.5,2.5,5.5,0.452,2.1,4.1,0.516,0.4,1.4,0.27,1.8,2.9,0.633,1.3,1.8,0
J.C. Hampton,127.0,114.0,28.8,3.6,9.2,0.389,1.8,4.1,0.429,1.8,5.1,0.356,2.1,2.7,0.787,0.4,2.5,0
J.C. Mathis,103.0,24.0,13.5,1.4,3.2,0.443,1.4,3.1,0.453,0.0,0.2,0.278,0.7,1.5,0.455,1.4,1.7,0
J.C. Ward,76.0,8.0,13.9,0.7,1.5,0.478,0.6,1.2,0.489,0.1,0.3,0.435,0.5,0.8,0.563,0.9,1.6,0
J.C. Washington,27.0,4.0,16.9,1.2,2.7,0.446,1.1,2.7,0.431,0.1,0.1,1.0,0.3,0.7,0.421,1.3,1.7,0
J.D. Bracy,22.0,1.0,11.5,1.5,4.3,0.337,0.8,2.0,0.409,0.6,2.3,0.275,0.5,0.7,0.688,0.4,0.6,0
J.D. Collins,128.0,121.0,25.4,1.3,3.3,0.385,0.8,1.7,0.434,0.5,1.5,0.328,0.9,1.5,0.626,0.4,1.5,0
J.D. Muila,15.0,11.0,15.8,1.5,2.3,0.629,1.5,2.3,0.629,0.0,0.0,0.667,0.3,1.3,0.263,1.3,3.1,0
J.D. Weatherspoon,102.0,66.0,22.0,3.1,5.6,0.555,2.9,4.9,0.591,0.2,0.7,0.294,2.2,3.7,0.602,1.4,3.9,0
J.D. Wilkerson,6.0,0.0,1.7,0.2,0.3,0.5,0.0,0.0,0.667,0.2,0.3,0.5,0.2,0.3,0.5,0.2,0.0,0
J.D. Wise,17.0,0.0,1.5,0.2,0.4,0.667,0.1,0.2,0.5,0.1,0.1,1.0,0.1,0.1,1.0,0.0,0.2,0
J.J. Avila,115.0,102.0,31.5,5.6,11.7,0.475,4.6,8.6,0.536,0.9,3.1,0.303,3.1,4.1,0.746,2.3,4.5,0
J.J. Barea,113.0,112.0,33.3,6.9,17.1,0.404,4.6,10.1,0.461,2.3,7.0,0.321,4.2,5.5,0.764,0.8,3.0,0
J.J. Butler,85.0,14.0,11.6,0.6,1.5,0.377,0.4,0.9,0.475,0.1,0.6,0.22,0.2,0.5,0.475,0.2,0.7,0
J.J. Cravatta,57.0,0.0,9.0,0.7,2.4,0.287,0.1,0.5,0.269,0.6,1.9,0.291,0.6,0.9,0.714,0.4,0.6,0
J.J. Harvey,54.0,4.0,10.8,0.7,2.1,0.351,0.6,1.5,0.375,0.2,0.6,0.294,0.8,1.0,0.732,0.4,1.1,0
J.J. Hickson,31.0,26.0,28.7,5.3,8.9,0.591,5.3,8.9,0.593,0.0,0.0,0.0,4.3,6.3,0.677,2.6,5.9,0
J.J. Hirst,115.0,31.0,15.8,1.1,2.5,0.45,0.8,1.7,0.492,0.3,0.8,0.362,0.5,0.8,0.625,0.8,1.3,0
J.J. Mann,139.0,71.0,25.7,3.8,8.7,0.432,2.1,4.1,0.511,1.7,4.6,0.363,1.6,1.9,0.857,0.9,3.0,0
J.J. Marshall,28.0,1.0,8.0,0.5,1.3,0.389,0.1,0.3,0.5,0.4,1.0,0.357,0.4,0.4,0.909,0.1,0.3,0
J.J. Matthews,83.0,58.0,18.8,2.8,5.3,0.526,2.8,5.3,0.528,0.0,0.0,0.0,2.0,3.0,0.672,1.8,2.5,0
J.J. Miles,59.0,37.0,25.2,3.1,8.3,0.378,1.5,3.5,0.441,1.6,4.8,0.332,0.6,0.8,0.72,0.4,2.4,0
